"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KOMITET WYBORCZY NOWA LEWICA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU";"KOMITET WYBORCZY NORMALNY KRAJ";"KOMITET WYBORCZY ANTYPARTIA";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA"
20603;"m. Piechowice";"karkonoski";"dolnośląskie";1;4;4;4255;4519;994;3266;2;3268;17;62;2;1;0;0;0;1;3266;1;0;3266;71;38;33;0;3195;81;384;290;865;179;1340;56;;;;;
20604;"m. Szklarska Poręba";"karkonoski";"dolnośląskie";1;9;9;5088;5515;899;4168;0;4168;20;588;0;0;0;0;0;0;4167;0;3;4164;67;33;34;0;4097;116;530;435;953;237;1761;65;;;;;
20605;"gm. Janowice Wielkie";"karkonoski";"dolnośląskie";1;6;6;3015;3291;713;2302;1;2303;8;90;1;0;0;0;0;1;2304;1;1;2303;58;38;20;0;2245;69;251;209;609;131;936;40;;;;;
20606;"gm. Jeżów Sudecki";"karkonoski";"dolnośląskie";1;4;4;5438;5847;1169;4290;2;4292;6;42;2;0;0;0;0;2;4285;2;1;4284;50;27;23;0;4234;85;487;409;1028;222;1940;63;;;;;
20607;"gm. Mysłakowice";"karkonoski";"dolnośląskie";1;8;8;7099;7685;1599;5500;8;5508;15;128;8;0;0;0;0;8;5508;8;3;5505;110;63;47;0;5395;132;656;487;1541;335;2162;82;;;;;
20608;"gm. Podgórzyn";"karkonoski";"dolnośląskie";1;7;7;5950;6471;1233;4716;2;4718;8;161;2;0;0;0;0;2;4719;2;12;4707;93;49;44;0;4614;95;435;431;1100;251;2246;56;;;;;
20609;"gm. Stara Kamienica";"karkonoski";"dolnośląskie";1;5;5;3712;4047;956;2756;0;2756;10;32;0;0;0;0;0;0;2756;0;3;2753;81;49;32;0;2672;63;315;324;809;165;953;43;;;;;
20701;"m. Kamienna Góra";"kamiennogórski";"dolnośląskie";1;10;10;13430;13564;4275;9155;3;9158;19;139;3;0;0;0;0;3;9152;3;6;9146;200;111;89;0;8946;181;794;804;3039;450;3553;125;;;;;
20702;"gm. Kamienna Góra";"kamiennogórski";"dolnośląskie";1;15;15;6241;6662;1409;4832;2;4834;4;59;2;0;0;0;0;2;4834;2;2;4832;121;77;44;0;4711;123;552;412;1662;288;1592;82;;;;;
20703;"gm. Lubawka";"kamiennogórski";"dolnośląskie";1;9;9;7612;8134;1924;5688;0;5688;21;86;0;0;0;0;0;0;5687;0;0;5687;146;106;40;0;5541;167;586;584;1799;303;2022;80;;;;;
20704;"gm. Marciszów";"kamiennogórski";"dolnośląskie";1;7;7;3155;3364;943;2213;0;2213;2;34;0;0;0;0;0;0;2213;0;0;2213;54;37;17;0;2159;55;274;182;780;127;694;47;;;;;
20801;"m. Duszniki-Zdrój";"kłodzki";"dolnośląskie";2;4;4;4019;3910;1120;2898;1;2899;18;484;0;0;0;0;0;0;2898;0;1;2897;48;40;8;0;2849;59;290;238;926;149;1143;44;;;;;
20802;"m. Kłodzko";"kłodzki";"dolnośląskie";2;19;19;18660;19773;4875;13782;9;13791;49;159;9;2;0;0;0;7;13791;7;2;13789;226;133;93;0;13563;261;1693;1101;4175;729;5440;164;;;;;
20803;"m. Kudowa-Zdrój";"kłodzki";"dolnośląskie";2;9;9;7599;8348;1369;6230;1;6231;13;1013;0;0;0;0;0;0;6229;0;1;6228;111;76;35;0;6117;115;674;462;2101;327;2340;98;;;;;
20804;"m. Nowa Ruda";"kłodzki";"dolnośląskie";2;14;14;15249;15869;5016;10233;3;10236;27;112;3;0;0;0;0;3;10232;3;0;10232;130;82;48;0;10102;214;912;709;3084;520;4472;191;;;;;
20805;"m. Polanica-Zdrój";"kłodzki";"dolnośląskie";2;4;4;4902;5651;749;4153;10;4163;7;666;10;0;1;0;0;9;4161;9;0;4161;78;53;25;0;4083;117;527;341;1258;173;1605;62;;;;;
20806;"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";2;20;20;13215;14065;3662;9553;2;9555;34;354;2;1;0;0;0;1;9554;1;0;9554;219;131;88;0;9335;179;837;496;3466;471;3731;155;;;;;
20807;"gm. Kłodzko";"kłodzki";"dolnośląskie";2;19;19;11933;12758;3461;8472;7;8479;8;59;7;0;0;0;0;7;8479;7;6;8473;231;158;73;0;8242;155;1739;425;3197;444;2162;120;;;;;
20808;"gm. Lądek-Zdrój";"kłodzki";"dolnośląskie";2;10;10;6233;6784;1556;4677;2;4679;15;601;2;0;0;0;0;2;4679;2;0;4679;101;75;26;0;4578;77;808;328;1582;271;1451;61;;;;;
20809;"gm. Lewin Kłodzki";"kłodzki";"dolnośląskie";2;2;2;1410;1579;355;1055;2;1057;3;59;2;2;0;0;0;0;1055;0;0;1055;13;9;4;0;1042;24;141;95;366;69;329;18;;;;;
20810;"gm. Międzylesie";"kłodzki";"dolnośląskie";2;9;9;5039;5476;1365;3673;0;3673;4;91;0;0;0;0;0;0;3674;0;0;3674;100;65;35;0;3574;80;415;247;1282;204;1276;70;;;;;
20811;"gm. Nowa Ruda";"kłodzki";"dolnośląskie";2;16;16;8088;8576;2493;5595;1;5596;0;64;1;0;0;0;0;1;5596;1;0;5596;137;95;42;0;5459;113;623;436;1852;316;2022;97;;;;;
20812;"gm. Radków";"kłodzki";"dolnośląskie";2;10;10;6298;6711;2010;4288;0;4288;9;80;0;0;0;0;0;0;4286;0;0;4286;130;80;50;0;4156;83;496;215;1587;308;1353;114;;;;;
20813;"gm. Stronie Śląskie";"kłodzki";"dolnośląskie";2;7;7;5053;5554;1385;3668;2;3670;7;104;2;0;0;0;0;2;3670;2;0;3670;76;55;21;0;3594;73;521;348;1095;219;1293;45;;;;;
20814;"gm. Szczytna";"kłodzki";"dolnośląskie";2;7;7;5030;5476;1356;3674;1;3675;17;65;1;0;0;0;0;1;3675;1;0;3675;76;54;22;0;3599;127;514;229;1202;214;1260;53;;;;;
20901;"m. Chojnów";"legnicki";"dolnośląskie";1;7;7;9008;9547;2491;6517;2;6519;18;52;2;0;0;0;0;2;6518;2;20;6498;127;69;58;0;6371;149;520;538;2397;491;2192;84;;;;;
20902;"gm. Chojnów";"legnicki";"dolnośląskie";1;9;9;6632;7213;1647;4989;0;4989;13;92;0;0;0;0;0;0;4988;0;7;4981;145;90;55;0;4836;153;511;331;2126;369;1225;121;;;;;
20903;"gm. Krotoszyce";"legnicki";"dolnośląskie";1;5;5;2326;2510;493;1832;0;1832;4;28;0;0;0;0;0;0;1833;0;0;1833;43;28;15;0;1790;104;169;119;764;125;474;35;;;;;
20904;"gm. Kunice";"legnicki";"dolnośląskie";1;10;10;5390;5625;951;4439;0;4439;2;48;0;0;0;0;0;0;4437;0;1;4436;81;47;34;0;4355;117;582;329;1354;305;1575;93;;;;;
20905;"gm. Legnickie Pole";"legnicki";"dolnośląskie";1;9;9;3578;3801;662;2915;0;2915;4;24;0;0;0;0;0;0;2916;0;0;2916;91;51;40;0;2825;121;314;200;1194;212;744;40;;;;;
20906;"gm. Miłkowice";"legnicki";"dolnośląskie";1;8;8;5240;5279;1233;4007;3;4010;9;25;3;1;0;0;0;2;4011;2;1;4010;67;37;30;0;3943;139;458;296;1459;295;1228;68;;;;;
20907;"gm. Prochowice";"legnicki";"dolnośląskie";1;9;9;5202;5630;1278;3925;0;3925;2;85;0;0;0;0;0;0;3923;0;0;3923;121;78;43;0;3802;92;593;265;1460;294;1039;59;;;;;
20908;"gm. Ruja";"legnicki";"dolnośląskie";1;3;3;1902;1947;659;1243;2;1245;2;11;2;0;0;0;0;2;1245;2;0;1245;37;21;16;0;1208;37;143;93;600;93;225;17;;;;;
21001;"m. Lubań";"lubański";"dolnośląskie";1;10;10;14311;14969;3600;10711;4;10715;24;211;4;0;0;0;0;4;10716;4;1;10715;136;69;67;0;10579;337;1177;1280;3248;632;3789;116;;;;;
21002;"m. Świeradów-Zdrój";"lubański";"dolnośląskie";1;5;5;3061;3673;348;2713;0;2713;6;489;0;0;0;0;0;0;2712;0;0;2712;36;18;18;0;2676;73;304;245;775;123;1112;44;;;;;
21003;"gm. Leśna";"lubański";"dolnośląskie";1;10;10;6785;7274;2041;4742;1;4743;11;59;1;0;0;0;0;1;4744;1;0;4744;164;114;50;0;4580;461;465;476;1564;258;1296;60;;;;;
21004;"gm. Lubań";"lubański";"dolnośląskie";1;8;8;4663;4962;1245;3418;0;3418;1;45;0;0;0;0;0;0;3417;0;0;3417;107;70;37;0;3310;166;589;328;1077;233;877;40;;;;;
21005;"gm. Olszyna";"lubański";"dolnośląskie";1;5;5;4569;4837;1388;3181;4;3185;4;32;4;2;0;0;0;2;3183;2;0;3183;72;44;28;0;3111;101;334;553;1029;202;844;48;;;;;
21006;"gm. Platerówka";"lubański";"dolnośląskie";1;2;2;1138;1220;226;912;0;912;4;9;0;0;0;0;0;0;912;0;0;912;40;20;20;0;872;34;104;95;356;65;191;27;;;;;
21007;"gm. Siekierczyn";"lubański";"dolnośląskie";1;4;4;3650;3828;1019;2631;1;2632;0;10;1;0;0;0;0;1;2631;1;3;2628;65;42;23;0;2563;88;329;294;961;148;717;26;;;;;
21101;"m. Lubin";"lubiński";"dolnośląskie";1;51;51;48943;51693;10253;38681;8;38689;38;668;7;0;0;0;0;7;38682;7;3;38679;592;401;191;0;38087;2759;3539;3164;14099;2309;11740;477;;;;;
21102;"gm. Lubin";"lubiński";"dolnośląskie";1;16;16;12139;13142;1717;10423;0;10423;10;181;0;0;0;0;0;0;10422;0;4;10418;170;102;68;0;10248;545;1163;826;3704;783;3060;167;;;;;
21103;"gm. Rudna";"lubiński";"dolnośląskie";1;13;13;5549;5878;1273;4276;2;4278;10;31;2;0;0;0;0;2;4278;2;3;4275;140;95;45;0;4135;227;458;315;1909;315;856;55;;;;;
21104;"gm. Ścinawa";"lubiński";"dolnośląskie";1;12;12;6924;7341;1754;5170;0;5170;11;112;0;0;0;0;0;0;5170;0;0;5170;123;78;45;0;5047;215;455;335;2603;301;1043;95;;;;;
21201;"gm. Gryfów Śląski";"lwówecki";"dolnośląskie";1;11;11;6689;7026;1932;4757;6;4763;5;48;6;1;0;0;0;5;4761;5;0;4761;114;57;57;0;4647;145;598;583;1489;244;1481;107;;;;;
21202;"gm. Lubomierz";"lwówecki";"dolnośląskie";1;8;8;4238;4439;1426;2812;0;2812;7;68;0;0;0;0;0;0;2812;0;0;2812;108;59;49;0;2704;75;359;253;986;175;812;44;;;;;
21203;"gm. Lwówek Śląski";"lwówecki";"dolnośląskie";1;17;17;11870;12634;3230;8640;7;8647;27;90;7;2;0;2;0;3;8642;3;2;8640;199;130;69;0;8441;222;1398;808;2683;476;2692;162;;;;;
21204;"gm. Mirsk";"lwówecki";"dolnośląskie";1;6;6;6044;6434;1984;4060;1;4061;14;69;1;0;0;0;0;1;4061;1;1;4060;104;58;46;0;3956;125;465;392;1404;222;1293;55;;;;;
21205;"gm. Wleń";"lwówecki";"dolnośląskie";1;8;8;3087;3232;913;2174;0;2174;13;74;0;0;0;0;0;0;2174;0;0;2174;85;46;39;0;2089;65;249;239;750;116;642;28;;;;;
21301;"gm. Cieszków";"milicki";"dolnośląskie";3;3;3;3299;3564;802;2497;1;2498;4;12;1;0;0;0;0;1;2498;1;2;2496;49;19;30;0;2447;84;423;222;995;202;473;48;;;;;
21302;"gm. Krośnice";"milicki";"dolnośląskie";3;5;5;5699;6109;1514;4185;2;4187;10;58;2;0;0;0;0;2;4187;2;0;4187;73;46;27;0;4114;138;578;325;1692;366;948;67;;;;;
21303;"gm. Milicz";"milicki";"dolnośląskie";3;28;28;17260;18218;4589;12665;1;12666;14;169;1;0;0;0;0;1;12670;1;3;12667;268;151;117;0;12399;427;1923;1280;4545;817;3223;184;;;;;
21401;"m. Oleśnica";"oleśnicki";"dolnośląskie";3;23;23;25312;27103;4745;20563;14;20577;55;217;14;0;0;0;0;14;20576;14;0;20576;318;159;159;0;20258;722;2887;2058;5909;1295;7073;314;;;;;
21402;"gm. Bierutów";"oleśnicki";"dolnośląskie";3;14;14;6800;7272;1915;4884;3;4887;15;59;3;0;0;0;0;3;4887;3;0;4887;137;81;56;0;4750;133;602;309;1915;334;1376;81;;;;;
21403;"gm. Dobroszyce";"oleśnicki";"dolnośląskie";3;3;3;5104;5480;1031;4073;3;4076;7;141;3;2;0;0;0;1;4073;1;1;4072;60;33;27;0;4012;134;563;305;1431;319;1194;66;;;;;
21404;"gm. Dziadowa Kłoda";"oleśnicki";"dolnośląskie";3;3;3;3150;3426;852;2297;0;2297;1;11;0;0;0;0;0;0;2297;0;0;2297;95;73;22;0;2202;57;465;164;758;173;510;75;;;;;
21405;"gm. Międzybórz";"oleśnicki";"dolnośląskie";3;6;6;3559;3835;980;2579;0;2579;0;37;0;0;0;0;0;0;2579;0;2;2577;76;46;30;0;2501;87;388;188;878;234;691;35;;;;;
21406;"gm. Oleśnica";"oleśnicki";"dolnośląskie";3;10;10;10557;11143;2273;8284;1;8285;13;115;1;0;0;0;0;1;8280;1;0;8280;162;82;80;0;8118;271;1279;591;2641;663;2545;128;;;;;
21407;"gm. Syców";"oleśnicki";"dolnośląskie";3;14;14;11876;12760;2700;9178;1;9179;14;78;1;0;0;0;0;1;9177;1;0;9177;167;92;75;0;9010;306;1740;840;2494;679;2771;180;;;;;
21408;"gm. Twardogóra";"oleśnicki";"dolnośląskie";3;6;6;9019;9841;2112;6904;1;6905;13;140;1;0;0;0;0;1;6905;1;3;6902;175;89;86;0;6727;209;948;577;2378;461;1985;169;;;;;
21501;"m. Oława";"oławski";"dolnośląskie";3;19;19;23005;24443;4483;18510;4;18514;42;204;2;0;0;0;0;2;18525;2;6;18519;205;106;99;0;18314;556;2389;1701;5445;1289;6679;255;;;;;
21502;"gm. Domaniów";"oławski";"dolnośląskie";3;11;11;3660;3956;781;2879;1;2880;1;26;1;0;0;0;0;1;2880;1;0;2880;62;34;28;0;2818;100;407;194;1196;216;649;56;;;;;
21503;"gm. Jelcz-Laskowice";"oławski";"dolnośląskie";3;13;13;16158;17501;3115;13046;8;13054;15;94;8;0;0;0;0;8;13050;8;8;13042;155;74;81;0;12887;372;1733;918;4583;1000;4057;224;;;;;
21504;"gm. Oława";"oławski";"dolnośląskie";3;13;13;10850;11735;1879;8971;2;8973;12;119;2;0;0;0;0;2;8972;2;0;8972;130;75;55;0;8842;482;1091;632;3129;725;2631;152;;;;;
21601;"gm. Chocianów";"polkowicki";"dolnośląskie";1;11;11;8858;9401;2132;6723;3;6726;14;80;2;0;0;0;0;2;6727;2;8;6719;125;65;60;0;6594;256;681;425;3201;575;1330;126;;;;;
21602;"gm. Gaworzyce";"polkowicki";"dolnośląskie";1;5;5;2695;2858;577;2118;0;2118;5;12;0;0;0;0;0;0;2118;0;0;2118;57;30;27;0;2061;68;191;136;1015;152;456;43;;;;;
21603;"gm. Grębocice";"polkowicki";"dolnośląskie";1;6;6;3866;4127;1002;2864;0;2864;3;14;0;0;0;0;0;0;2864;0;2;2862;105;74;31;0;2757;142;271;209;1279;225;601;30;;;;;
21604;"gm. Polkowice";"polkowicki";"dolnośląskie";1;16;16;18428;19588;4156;14272;1;14273;32;364;1;0;0;0;0;1;14268;1;2;14266;260;154;106;0;14006;361;1978;1216;5584;1022;3615;230;;;;;
21605;"gm. Przemków";"polkowicki";"dolnośląskie";1;9;9;5769;6045;1793;3976;3;3979;9;52;3;0;0;0;0;3;3979;3;3;3976;113;74;39;0;3863;80;423;316;1742;454;812;36;;;;;
21606;"gm. Radwanice";"polkowicki";"dolnośląskie";1;5;5;3559;3776;794;2765;0;2765;7;20;0;0;0;0;0;0;2765;0;0;2765;52;30;22;0;2713;91;416;219;1223;187;545;32;;;;;
21701;"gm. Borów";"strzeliński";"dolnośląskie";3;4;4;3757;4093;761;2995;2;2997;4;31;2;0;0;0;0;2;2997;2;1;2996;58;37;21;0;2938;83;400;155;1337;218;641;104;;;;;
21702;"gm. Kondratowice";"strzeliński";"dolnośląskie";3;7;7;2999;3263;837;2162;0;2162;14;15;0;0;0;0;0;0;2162;0;0;2162;65;48;17;0;2097;53;127;101;933;103;758;22;;;;;
21703;"gm. Przeworno";"strzeliński";"dolnośląskie";3;9;9;3394;3660;885;2509;2;2511;9;29;2;1;0;0;0;1;2510;1;0;2510;82;57;25;0;2428;84;211;112;1174;187;609;51;;;;;
21704;"gm. Strzelin";"strzeliński";"dolnośląskie";3;22;22;16584;17371;3858;12726;5;12731;34;183;5;2;0;0;0;3;12728;3;0;12728;220;126;94;0;12508;594;1417;943;4228;790;4362;174;;;;;
21705;"gm. Wiązów";"strzeliński";"dolnośląskie";3;9;9;5076;5439;1361;3714;0;3714;12;18;0;0;0;0;0;0;3715;0;0;3715;87;52;35;0;3628;98;385;226;1700;294;857;68;;;;;
21801;"gm. Kostomłoty";"średzki";"dolnośląskie";3;6;6;5012;5447;1323;3689;0;3689;7;30;0;0;0;0;0;0;3688;0;0;3688;98;39;59;0;3590;104;496;230;1607;318;782;53;;;;;
21802;"gm. Malczyce";"średzki";"dolnośląskie";3;8;8;4177;4408;1056;3121;1;3122;2;31;0;0;0;0;0;0;3121;0;0;3121;95;57;38;0;3026;82;510;219;1194;271;728;22;;;;;
21803;"gm. Miękinia";"średzki";"dolnośląskie";3;12;12;13746;14458;2211;11534;1;11535;11;201;1;0;0;0;0;1;11532;1;4;11528;140;66;74;0;11388;314;1749;999;2971;1016;4182;157;;;;;
21804;"gm. Środa Śląska";"średzki";"dolnośląskie";3;27;27;13811;15021;2846;10965;1;10966;13;210;0;0;0;0;0;0;10960;0;1;10959;232;136;96;0;10727;217;1347;812;3639;853;3715;144;;;;;
21805;"gm. Udanin";"średzki";"dolnośląskie";3;4;4;3661;3931;946;2715;0;2715;6;22;0;0;0;0;0;0;2714;0;0;2714;57;32;25;0;2657;51;299;166;1407;186;514;34;;;;;
21901;"m. Świdnica";"świdnicki";"dolnośląskie";2;25;25;38239;41069;7650;30582;14;30596;57;319;13;2;1;0;0;10;30596;10;20;30576;374;215;159;0;30202;415;3455;3333;8567;1839;12160;433;;;;;
21902;"m. Świebodzice";"świdnicki";"dolnośląskie";2;16;16;15476;16669;3734;11741;3;11744;44;62;2;0;0;0;0;2;11740;2;1;11739;170;118;52;0;11569;248;1336;1048;3615;733;4476;113;;;;;
21903;"gm. Dobromierz";"świdnicki";"dolnośląskie";2;10;10;3610;3893;1001;2609;5;2614;1;50;5;0;0;0;0;5;2614;5;0;2614;94;73;21;0;2520;47;288;162;1123;158;716;26;;;;;
21904;"gm. Jaworzyna Śląska";"świdnicki";"dolnośląskie";2;11;11;7280;7734;2067;5213;0;5213;14;22;0;0;0;0;0;0;5213;0;0;5213;107;75;32;0;5106;86;645;405;1950;418;1512;90;;;;;
21905;"gm. Marcinowice";"świdnicki";"dolnośląskie";2;12;12;4901;5127;1049;3851;0;3851;4;76;0;0;0;0;0;0;3852;0;0;3852;110;79;31;0;3742;49;528;288;1486;319;968;104;;;;;
21906;"gm. Strzegom";"świdnicki";"dolnośląskie";2;29;29;17663;18981;4281;13380;3;13383;26;103;3;0;0;0;0;3;13383;3;2;13381;271;203;68;0;13110;223;1434;1121;5069;988;4083;192;;;;;
21907;"gm. Świdnica";"świdnicki";"dolnośląskie";2;16;16;12568;13370;2735;9830;2;9832;9;133;2;0;0;0;0;2;9834;2;4;9830;203;150;53;0;9627;180;1455;837;3101;690;3209;155;;;;;
21908;"gm. Żarów";"świdnicki";"dolnośląskie";2;16;16;8723;9429;2122;6600;5;6605;10;54;5;0;0;0;0;5;6604;5;2;6602;136;84;52;0;6466;106;713;619;2247;478;2175;128;;;;;
22001;"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";3;24;24;14983;16077;2494;12484;8;12492;18;191;8;0;0;0;0;8;12485;8;5;12480;199;97;102;0;12281;469;1472;1067;3753;844;4350;326;;;;;
22002;"gm. Prusice";"trzebnicki";"dolnośląskie";3;13;13;6559;7253;1397;5162;0;5162;7;68;0;0;0;0;0;0;5161;0;0;5161;156;96;60;0;5005;382;557;323;2028;388;1216;111;;;;;
22003;"gm. Trzebnica";"trzebnicki";"dolnośląskie";3;32;32;17588;18879;3192;14394;7;14401;30;331;6;0;0;0;0;6;14394;6;16;14378;297;185;112;0;14081;609;1779;1250;4629;995;4546;273;;;;;
22004;"gm. Wisznia Mała";"trzebnicki";"dolnośląskie";3;13;13;8378;8762;1301;7076;7;7083;11;152;7;0;0;0;0;7;7084;7;3;7081;97;52;45;0;6984;256;902;535;2180;483;2493;135;;;;;
22005;"gm. Zawonia";"trzebnicki";"dolnośląskie";3;5;5;4294;4694;1105;3188;1;3189;3;45;1;0;0;0;0;1;3190;1;0;3190;80;44;36;0;3110;151;422;217;1148;241;883;48;;;;;
22006;"gm. Żmigród";"trzebnicki";"dolnośląskie";3;19;19;10432;11119;2677;7755;1;7756;16;64;1;0;0;0;0;1;7756;1;0;7756;253;191;62;0;7503;1275;1061;503;2377;439;1767;81;;;;;
22101;"m. Boguszów-Gorce";"wałbrzyski";"dolnośląskie";2;9;9;10118;10823;3232;6883;8;6891;21;57;8;2;0;0;0;6;6890;6;6;6884;164;111;53;0;6720;105;762;631;1895;397;2736;194;;;;;
22102;"m. Jedlina-Zdrój";"wałbrzyski";"dolnośląskie";2;5;5;3150;3439;737;2412;5;2417;9;28;5;2;0;1;0;2;2415;2;0;2415;36;26;10;0;2379;33;323;221;620;126;1028;28;;;;;
22103;"m. Szczawno-Zdrój";"wałbrzyski";"dolnośląskie";2;5;5;4191;4593;526;3665;8;3673;7;445;8;0;0;0;0;8;3673;8;0;3673;40;21;19;0;3633;33;374;273;931;159;1824;39;;;;;
22104;"gm. Czarny Bór";"wałbrzyski";"dolnośląskie";2;6;6;3456;3762;751;2696;0;2696;1;10;0;0;0;0;0;0;2694;0;5;2689;69;53;16;0;2620;63;324;213;975;185;800;60;;;;;
22105;"gm. Głuszyca";"wałbrzyski";"dolnośląskie";2;6;6;5997;6419;1743;4253;4;4257;6;30;3;0;0;0;0;3;4256;3;0;4256;112;92;20;0;4144;68;519;305;1207;255;1716;74;;;;;
22106;"gm. Mieroszów";"wałbrzyski";"dolnośląskie";2;9;9;4574;4974;1331;3243;0;3243;5;85;0;0;0;0;0;0;3243;0;0;3243;74;50;24;0;3169;52;334;272;1003;176;1277;55;;;;;
22107;"gm. Stare Bogaczowice";"wałbrzyski";"dolnośląskie";2;7;7;3039;3304;683;2356;0;2356;7;32;0;0;0;0;0;0;2356;0;0;2356;53;35;18;0;2303;43;349;156;782;114;831;28;;;;;
22108;"gm. Walim";"wałbrzyski";"dolnośląskie";2;5;5;3920;4314;1038;2882;1;2883;9;97;1;0;0;0;0;1;2883;1;0;2883;53;39;14;0;2830;42;447;165;912;185;1046;33;;;;;
22201;"gm. Brzeg Dolny";"wołowski";"dolnośląskie";3;12;12;11246;12265;2283;8959;8;8967;12;52;7;1;0;0;0;6;8960;6;4;8956;156;86;70;0;8800;226;1076;838;2792;543;3174;151;;;;;
22202;"gm. Wińsko";"wołowski";"dolnośląskie";3;8;8;5898;6307;1694;4203;1;4204;18;47;1;0;0;0;0;1;4199;1;0;4199;150;87;63;0;4049;188;426;245;2125;290;697;78;;;;;
22203;"gm. Wołów";"wołowski";"dolnośląskie";3;19;19;16989;17899;4393;12606;4;12610;18;207;4;0;0;0;0;4;12606;4;7;12599;274;150;124;0;12325;606;1550;909;4532;788;3689;251;;;;;
22301;"gm. Czernica";"wrocławski";"dolnośląskie";3;8;8;14896;15480;1665;13230;4;13234;16;186;3;0;0;0;0;3;13233;3;0;13233;92;50;42;0;13141;298;1945;1119;2863;1078;5598;240;;;;;
22302;"gm. Długołęka";"wrocławski";"dolnośląskie";3;26;26;25936;28763;1869;24065;5;24070;22;326;5;0;0;0;0;5;24058;5;23;24035;279;152;127;0;23756;595;3814;2260;6035;1803;8879;370;;;;;
22303;"gm. Jordanów Śląski";"wrocławski";"dolnośląskie";3;3;3;2300;2534;282;2018;0;2018;8;16;0;0;0;0;0;0;2018;0;0;2018;66;32;34;0;1952;70;252;135;775;196;470;54;;;;;
22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";3;21;21;19352;20382;2946;16400;4;16404;7;226;4;0;0;0;0;4;16395;4;3;16392;156;73;83;0;16236;416;2222;1532;4364;1269;6191;242;;;;;
22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";3;22;22;15790;16660;1994;13797;4;13801;16;276;4;0;0;0;0;4;13801;4;3;13798;188;112;76;0;13610;369;2143;1178;3093;950;5699;178;;;;;
22306;"gm. Mietków";"wrocławski";"dolnośląskie";3;6;6;2806;3019;616;2190;0;2190;4;20;0;0;0;0;0;0;2190;0;0;2190;46;24;22;0;2144;72;380;174;763;163;552;40;;;;;
22307;"gm. Sobótka";"wrocławski";"dolnośląskie";3;8;8;9099;10109;1680;7418;4;7422;17;132;4;1;0;0;0;3;7418;3;2;7416;117;55;62;0;7299;166;961;560;2523;553;2406;130;;;;;
22308;"gm. Siechnice";"wrocławski";"dolnośląskie";3;20;20;17927;19387;1679;16248;7;16255;17;188;7;0;0;0;0;7;16250;7;2;16248;155;82;73;0;16093;515;2541;1527;3650;1253;6381;226;;;;;
22309;"gm. Żórawina";"wrocławski";"dolnośląskie";3;11;11;8577;9322;1128;7449;0;7449;10;88;0;0;0;0;0;0;7449;0;0;7449;91;53;38;0;7358;187;1406;573;1916;521;2633;122;;;;;
22401;"gm. Bardo";"ząbkowicki";"dolnośląskie";2;8;8;3539;3937;922;2617;0;2617;10;65;0;0;0;0;0;0;2617;0;47;2570;70;48;22;0;2500;59;372;181;927;142;787;32;;;;;
